Name;Index;Count;TotalTrades;BasePrice;DailyVolume
Purified Lightstone of Flora;766031;322;217576;10,000,000;748
Purified Lightstone of Wind;766021;1788;226673;12,100,000;1,346
Purified Tree Spirit Sprout;3041;0;18298;4,660,000;2
Purified Water;6656;82559;1012849654;5,3;778,454
Purple Mushroom;5491;753;1525493;459;412
Purple Mushroom Hypha;6929;98;114745;29,9;21
Purple Pink Flower;5523;0;209617;5,45;124
Quagmire Pottery;24204;0;17475;289;5
Quartz;4015;10412;260828;1,31;2,04
Quint Statue;3051;0;3516;19,500,000;2
Quitar Kunai;14503;30;997789;89;73
Quitar Shuriken;14603;24;1006457;89;73
Raccoon Blood;6210;0;3398650;17,6;659
Raccoon Hide;6010;2340;2297234;2,06;413
Raccoon Meat;7910;0;3517409;15,9;1,601
Rainbow Button Mushroom;5515;0;2602292;7,7;1,342
Rainbow Button Mushroom Cheese Melt;9483;0;4016665;33,9;3,497
Rainbow Button Mushroom Sandwich;9316;1311;4680963;33,5;2,526
Rainbow Coral Ring;12045;51;225906;3,450,000;236
Rainbow Gem Fruit;50808;29;3976582;2,330,000;3,81
Ranged AP Enhancer;505;0;198087;93,5;33
Ranged Damage Reducer;508;0;137468;93,5;27
Rare Jerky;7920;484;1076521;1,78;749
Rebellious Spirit Crystal;15677;0;43157;65,500,000;10
Red Battlefield Crystal: Adamantine;15640;11;109489;139,000,000;77
Red Battlefield Crystal: Addis;15651;1;1590;86,000,000;2
Red Battlefield Crystal: Carmae;15638;11;6005;148,000,000;6
Red Battlefield Crystal: Cobelinus;15635;43;18512;187,000,000;24
Red Battlefield Crystal: Fighting Spirit;15715;0;41;16,500,000;1
Red Battlefield Crystal: Giant;15717;0;71;70,500,000;1
Red Battlefield Crystal: Harphia;15634;27;34374;143,000,000;56
Red Battlefield Crystal: Hystria;15637;20;27796;151,000,000;47
Red Battlefield Crystal: Power;15639;18;49586;117,000,000;5
Red Battlefield Crystal: Sturdiness;15716;0;74;28,400,000;1
Red Battlefield Crystal: Viper;15636;20;18670;144,000,000;38
Red Coral;4476;1082;1181112;212;1,275
Red Coral Belt;12303;0;304;106;0
Red Coral Earring;11817;27;986511;7,400,000;31
Red Coral Ring;12018;96;1377163;1,150,000;61
Red Crystal;4468;89;10893991;6,25;6,334
Red Nose's Armor;11014;8;124817;309,000,000;27
Red Rose Vase;24829;23;32044;103;13
Red Sauce;9004;107425;755481917;5,4;869,643
Red Sheep Hide Cushion;24133;0;62784;328;4
Red Spirit Crystal;15633;0;15842;187,000,000;16
Red Tree Lump;5011;457260;291308701;1,75;141,535
Red-spotted Amanita;5546;191;237205;3,77;1,577
Red-spotted Amanita Hypha;8939;0;2193;9,05;8
Refined Delotia Reagent;5606;12188;4565959;17,1;5,311
Refined Grain Juice;578;227;2802873;3,11;768
Refined Herbal Juice;579;0;4794227;5,6;1,292
Refined Oatmeal;9276;0;20422941;29,4;18,575
Registration: Deep Brown Camel;50018;0;176;373;1
Registration: Light Brown Camel;50006;0;1679;233;1
Reliable Looney Elixir;778;0;1174111;117;1,028
Remnants of the Rift;43786;63;270861;161,000,000;192
Resplendent Alchemy Stone of Destruction;45221;0;1;81,000,000;0
Resplendent Alchemy Stone of Destruction;45222;0;48;217,000,000;0
Resplendent Alchemy Stone of Destruction;45223;0;127;650,000,000;1
Resplendent Alchemy Stone of Destruction;45224;0;4287;5,300,000,000;2
Resplendent Alchemy Stone of Life;45286;0;8;222,000,000;0
Resplendent Alchemy Stone of Life;45287;0;47;650,000,000;0
Resplendent Alchemy Stone of Life;45288;0;20;5,300,000,000;0
Resplendent Alchemy Stone of Protection;45254;0;11;140,000,000;0
Resplendent Alchemy Stone of Protection;45255;0;72;650,000,000;1
Resplendent Alchemy Stone of Protection;45256;0;3966;5,300,000,000;3
Resplendent Diamond;4464;2368;705978;110;896
Resplendent Diamond Necklace;11722;0;358;87;0
Resplendent Emerald;4461;6948;1188073;230;705
Resplendent Emerald Necklace;11717;0;638;79,5;1
Resplendent Jade;4494;60216;6053;55;6
Resplendent Lapis Lazuli;4491;2646;276471;140;244
Resplendent Obsidian;4273;38741;21866;55;1
Resplendent Ruby;4452;267927;1792709;46,7;2,337
Resplendent Ruby Earrings;11902;26;3754;44,8;2
Resplendent Ruby Necklace;11702;0;2963;87;1
Resplendent Ruby Ring;12102;32;2870;40,1;2
Resplendent Sapphire;4455;57;1162583;214;617
Resplendent Sapphire Earring;11907;0;305;50,5;0
Resplendent Sapphire Necklace;11707;4;533;87;1
Resplendent Spirit Stone of Destruction;45337;0;227;224,000,000;1
Resplendent Spirit Stone of Protection;45343;0;16;64,000,000;0
Resplendent Topaz;4458;3400;894120;447;977
Resplendent Topaz Earrings;11912;0;478;50,5;1
Resplendent Topaz Necklace;11712;0;579;87;0
Resplendent Topaz Ring;12112;0;589;50,5;0
Resurrection Elixir;668;37622;30717733;13,6;15,927
Revived Lunar Necklace;11663;243;188222;242,000,000;376
Revived River Necklace;11662;12;90924;12,800,000;131
Rhik Talisman;10505;27;111544;52;38
Rhino Blood;6204;635106;50419204;1,48;280,986
Rhino Hide;6004;178436;20871164;1,29;158,584
Rhino Meat;7904;20894;97644209;17,4;525,291
Rhutum Elite Belt;12208;53;298616;337;27
Ridell Earring;11811;74;651891;98;85
Ring of Cadry Guardian;12032;65;1483243;12,000,000;771
Ring of Crescent Guardian;12031;660;3660444;60,500,000;2,455
Ring of Good Deeds;12010;12324;773510;81;101
Roast Marmot;9488;3809;1057517;12,1;464
Robeau Hunter's Clothes;705076;3;5292;8,200,000;8
Rocaba Armor;10938;161;1565823;42,3;369
Rocaba Gloves;10939;144;4929311;47,5;355
Rocaba Helmet;10937;159;1395295;61,5;339
Rocaba Shoes;10940;56;3607139;34,3;366
Roroju Cook's Clothes;705086;1;48010;8,200,000;8
Rosar Amulet;10457;9;1795337;207;86
Rosar Axe;10657;2;1120092;207;83
Rosar Battle Axe;690519;16;400900;207;86
Rosar Blade;13357;30;2215160;207;88
Rosar Crescent Pendulum;13421;7;964606;207;86
Rosar Crossbow;13757;42;558841;207;76
Rosar Dagger;10325;15;690145;138;56
Rosar Florang;718521;4;366888;207;87
Rosar Gauntlet;11221;24;3356969;207;93
Rosar Haladie;692511;166;111434;138;65
Rosar Horn Bow;13125;0;384198;138;54
Rosar Kriegsmesser;11371;10;2262129;207;80
Rosar Kunai;14525;127;199169;138;50
Rosar Kyve;732266;102;185674;207;80
Rosar Longbow;10257;6;916040;207;80
Rosar Longsword;10057;1;3480314;207;93
Rosar Mareca;733210;76;56227;138;62
Rosar Morning Star;730517;49;191577;207;74
Rosar Noble Sword;13525;3;171655;138;58
Rosar Ornamental Knot;10725;27;241401;138;51
Rosar Quoratum;730711;58;146734;138;58
Rosar Ra'ghon;13825;103;573646;138;56
Rosar Serenaca;733016;60;109441;207;83
Rosar Shamshir;692017;76;226685;207;83
Rosar Shard;735610;1;12036;138;59
Rosar Shield;10125;5;948329;138;61
Rosar Shortsword;13257;8;671168;207;82
Rosar Shuriken;14625;81;198714;138;59
Rosar Slayer;735416;44;18381;207;83
Rosar Staff;14457;61;643676;207;77
Rosar Talisman;10525;21;1188595;138;58
Rosar Trinket;13025;4;476847;138;67
Rosar Vambrace;11325;14;879707;138;61
Rosar Vitclari;719025;1;123959;138;61
Rose;7319;0;10287188;3,51;2,677
Rough Alchemy Stone of Destruction;45205;0;25605;2,400,000;6
Rough Alchemy Stone of Destruction;45206;0;3460;6,700,000;1
Rough Alchemy Stone of Destruction;45207;0;651;19,600,000;1
Rough Alchemy Stone of Destruction;45208;0;275;79,500,000;1
Rough Alchemy Stone of Life;45269;3;15127;2,440,000;2
Rough Alchemy Stone of Life;45270;1;4011;6,700,000;1
Rough Alchemy Stone of Life;45271;0;475;19,600,000;1
Rough Alchemy Stone of Life;45272;0;107;79,500,000;1
Rough Alchemy Stone of Protection;45237;157;16267;2,440,000;8
Rough Alchemy Stone of Protection;45238;0;23949;6,700,000;7
Rough Alchemy Stone of Protection;45239;0;330;19,600,000;1
Rough Alchemy Stone of Protection;45240;0;58;79,500,000;0
Rough Black Crystal;4410;25648;190658312;3,24;101,236
Rough Blue Crystal;4411;34897;36522022;1,32;25,18
Rough Diamond;4405;375;4209807;10;3,268
Rough Emerald;4404;0;4244343;37,3;3,629
Rough Green Crystal;4409;33517;56251954;4,79;24,036
Rough Iron Buster;14723;1;33863;107;4
Rough Jade;4414;0;9748211;18,5;94,307
Rough Lapis Lazuli;4413;9212;4086128;37,3;2,947
Rough Mud Crystal;4407;50;94745349;1,91;33,037
Rough Obsidian Ore;4207;23292;5154013;8,6;43,849
Rough Opal;4204;0;111938656;12,2;80,458
Rough Red Crystal;4408;4540;109599855;1,49;51,639
Rough Ruby;4401;3011;80441768;4,8;63,637
Rough Sapphire;4402;0;4382882;33,1;3,209
Rough Stone;4006;0;198417608;7,05;110,503
Rough Topaz;4403;0;5453739;37,3;3,71
Rough Translucent Crystal;4406;29365;50147558;10;30,648
Rough Violet Crystal;4412;352159;43616336;1,37;29,596
Round Pottery;24203;0;16979;280;5
Rowboat Cargo Container;49201;0;915;258;0
Rowboat Decoration;49401;0;654;280;1
Rowboat Prow;49301;0;5701;263;1
Ruby;4451;34922;7218390;14,5;16,056
Ruby Earrings;11901;60;13120;6,05;5
Ruby Gourd-Shaped Bottle;24206;0;9453;2,750,000;2
Ruby Necklace;11701;1;8258;37,3;2
Ruby Ring;12101;15;18590;5,45;2
Rumbling Earth Shard;50803;410;9318493;455;16,094
Saffron;5529;0;249470;800;305
Saiphir Greatbow;13902;11;91814;1,770,000;9
Saiyer Ornamental Knot;10703;56;1061534;89;78
Saiyer Vitclari;719003;53;907437;89;86
Sapphire;4454;89;1214608;83,5;2,129
Sapphire Earring;11906;3;829;10,1;1
Sapphire Earring of Storms;11910;0;5768;2,630,000;1
Sapphire Necklace;11706;0;653;40,2;1
Sapphire Necklace of Storms;11710;13;5481;4,300,000;2
Savage Draught;794;2239;1428731;600;1,088
Savory Chanterelle Porridge;9346;0;9648;9,55;24
Savory Pistachio Fried Rice;9302;267101;4599923;2,3;133
Savory Seafood Grilled with Butter;9433;3;19301;4,28;63
Savory Steak;9496;0;1857041;49,4;1,548
Savory Stir-Fried Bird;9332;0;2960365;18,5;4,052
Savory Stir-Fried Bracken;9319;0;421898;42,7;297
Scale Vambrace;11304;53;910387;38,2;33
Scarla Necklace;11610;17;724042;1,360,000;79
Schzeriel Lancia;14753;7;41310;107;5
Scorched Fragment;5862;0;1064174;3,260,000;781
Scorching Sun Shard;8428;2708;569777;16,100,000;7,251
Scorpion Blood;6224;3376;992468;19,6;1,103
Scorpion Meat;7924;0;22783810;18,5;19,017
Scrapper's Gloves Ornament;3026;111;18372;6,45;1
Scroll Written in Ancient Language;40228;43610;60861875;2,400,000;63,753
Scythe of Seduction;14713;1;87593;107;7
Seafood Cron Meal;9691;24544;11446349;375;14,12
Seafood Grilled with Butter;9421;0;136837;1;305
Seafood Mushroom Salad;9419;0;102410;1;37
Seafood Pasta;9413;263;598935;1,84;268
Sealed Black Magic Crystal;768160;540;3519688;1,170,000;49,115
Sealed Golden Treasure Chest;16242;0;434597;5,350,000;3
Sealed Old Moon Camping Anvil;49804;0;138111;5,600,000;124
Seed Potato;6806;25;200670;3,35;207
Seed Sweet Potato;6810;12;325171;860;54
Seleth Amulet;10407;10;196926;33,1;47
Seleth Axe;10607;17;549709;33,1;48
Seleth Battle Axe;690510;41;93016;33,1;47
Seleth Blade;13307;47;287741;33,1;46
Seleth Crescent Pendulum;13407;16;277430;33,1;48
Seleth Crossbow;13707;19;18188;33,1;46
Seleth Florang;718507;42;15711;33,1;45
Seleth Gauntlet;11207;23;212544;33,1;49
Seleth Kriegsmesser;11357;33;247308;33,1;45
Seleth Kyve;732257;75;19629;33,1;45
Seleth Longbow;10207;9;54558;33,1;50
Seleth Longsword;10007;10;320395;33,1;52
Seleth Morning Star;730508;39;41321;33,1;43
Seleth Serenaca;733007;42;20517;33,1;48
Seleth Shamshir;692008;34;26324;33,1;48
Seleth Shortsword;13207;16;216558;33,1;48
Seleth Slayer;735407;64;7887;33,1;50
Seleth Staff;14407;23;188074;33,1;48
Serap's Necklace;11628;3997;2187300;11,500,000;865
Serendia Meal;9603;72555;74597928;35,1;50,666
Serendia Traditional Alchemy Tool;3731;0;50394;373;25
Serendia Traditional Cooking Utensil;3741;0;58577;373;13
Shabby Hide Stirrups;52801;0;65580;74,5;5
Shabby Leather Barding;52601;0;50492;224;3
Shabby Leather Saddle;52701;9;202130;148;59
Shabby Wagon Badge;53701;0;2394;484;0
Shabby Wagon Cover;53501;0;4607;296;1
Shabby Wagon Flag;53601;0;2618;209;1
Shabby Wagon Wheel;53401;0;7927;231;3
Sharos Ra'ghon;13805;12;60825;52;30
Sharp Alchemy Stone of Destruction;45217;0;169;31,000,000;1
Sharp Alchemy Stone of Destruction;45218;0;974;93,000,000;1
Sharp Alchemy Stone of Destruction;45219;0;4777;269,000,000;1
Sharp Alchemy Stone of Destruction;45220;0;10559;1,100,000,000;5
Sharp Alchemy Stone of Life;45281;0;57;42,200,000;0
Sharp Alchemy Stone of Life;45282;0;368;113,000,000;1
Sharp Alchemy Stone of Life;45283;0;2125;269,000,000;1
Sharp Alchemy Stone of Life;45284;0;5552;1,100,000,000;1
Sharp Alchemy Stone of Protection;45249;0;51;19,100,000;0
Sharp Alchemy Stone of Protection;45250;0;301;93,000,000;1
Sharp Alchemy Stone of Protection;45251;0;2923;269,000,000;1
Sharp Alchemy Stone of Protection;45252;0;7437;1,040,000,000;4
Sharp Black Crystal Shard;4998;5289;48749502;1,830,000;38,092
Sharp Butcher Knife;16118;0;288789;74,5;34
Sharp Fluid Collector;16110;0;118522;74,5;15
Sharp Lumbering Axe;16106;4;165114;74,5;29
Sharp Pickaxe;16126;0;257064;74,5;16
Sharp Spirit Stone of Destruction;45335;922;8481;11,400,000;4
Sharp Spirit Stone of Destruction;45336;72;2983;46,700,000;5
Sharp Spirit Stone of Protection;45341;66;982;16,700,000;1
Sharp Spirit Stone of Protection;45342;23;1109;48,200,000;2
Sharp Tanning Knife;16122;105;133634;74,5;53
Sheep Blood;6202;48372;319909883;13,8;45,989
Sheep Hide;6002;614975;22253270;870;2,279
Shelled Seed;6943;0;1889;66,5;3
Shining Alchemy Stone of Destruction;45231;0;3;3,720,000,000;0
Shining Alchemy Stone of Protection;45263;0;2;3,720,000,000;0
Shining Empty Bottle;16104;4313;19984799;20,5;23,038
Shining Fluid Collector;16112;14;242334;268;11
Shining Gold Topaz Earrings;11914;0;615;349;1
Shining Gold Topaz Necklace;11714;0;3162;1,370,000;1
Shining Gold Topaz Ring;12114;0;796;336;0
Shining Powder;9733;69;27924556;26,1;20,041
Shining Spirit Stone of Destruction;45339;0;2;1,210,000,000;0
Shining Steel Butcher Knife;16120;7;674591;268;27
Shining Steel Hoe;16116;0;235616;268;21
Shining Steel Lumbering Axe;16108;0;765561;268;23
Shining Steel Pickaxe;16128;137;841054;20,1;42
Shining Steel Tanning Knife;16124;217;248000;256;75
Shiny Seed;6944;1;18626;93;5
Ship License: Calpheon Rowboat;49003;0;4861;1,080,000;1
Ship License: Epheria Frigate;49009;20;10242;2,470,000,000;6
Ship License: Epheria Sailboat;49011;1;45786;530,000,000;9
Ship License: Fishing Boat;49006;0;237275;5,600,000;10
Ship License: Mediah Rowboat;49004;0;7924;2,050,000;1
Ship License: Rowboat;49001;0;19870;560;5
Ship Repair Kit;4689;0;44966;373;3
Ship Repair Material;4688;162371;37611663;8,1;8,972
Shrimp;6516;0;7405846;3,88;2,701
Shrine Guardian Token;12008;89;844165;565;526
Sicil's Necklace;11625;183;1539208;12,000,000;1,116
Silk;5857;80837;11450887;13,2;15,074
Silk Drapeless Curtain;25622;109;29276;950;8
Silk Honey Grass;5405;10022;338124455;297;267,124
Silk Honey Grass Seed;6905;0;37008;13,4;10
Silk Tab Drapeless Curtain;25625;182;83793;860;15
Silk Thread;5853;32515;12478098;6,1;25,049
Silkworm Cocoon;5803;20594;138631647;915;122,728
Silver Azalea;5402;10202;1221397857;370;851,511
Silver Azalea Seed;6902;2561;77914;2,23;39
Silver Embroidered Alchemist's Clothes;14025;297;2104675;955;605
Silver Embroidered Cook's Clothes;14019;924;6828447;1,080,000;1,278
Silver Embroidered Craftsman's Clothes;14026;474;2849296;450;279
Silver Embroidered Farmer's Clothes;14028;240;952204;1,360,000;280
Silver Embroidered Fisher's Clothes;14020;600;3797010;505;768
Silver Embroidered Gatherer's Clothes;14022;107;2597290;1,050,000;296
Silver Embroidered Sailor's Clothes;14029;443;598258;835;196
Silver Embroidered Trader's Clothes;14021;288;2019563;605;243
Silver Embroidered Trainer's Clothes;14023;0;1730206;1,360,000;164
Silver Ingot;4252;6278;3271334;168;2,479
Silver Key;44165;2351;41850528;89;58,443
Silver Ore;4201;0;51116966;10,5;29,913
Simple Cron Meal;9692;17254;14748997;388;27,009
Single Display Stand;24801;2323;42953;2,83;8
Single-brewed Mesima Tea;9364;721;19621;1,8;22
Sinner's Blood;6354;776896;84451790;12,6;60,197
Skewered Llama Cheese Melt;9490;307;1858003;23,2;943
Skilled Fisher's Elixir;727;248;5173144;51;1,954
Skilled Worker's Elixir;725;3339;3759663;68,5;1,467
Sky Blue Flower;5525;0;4900222;5,55;3,783
Sky Mushroom;5411;22320;48034595;510;39,235
Sky Mushroom Hypha;6911;0;24888;13,1;16
Small Leather Elephant Armor;59103;31;57011;1,040,000;10
Small Leather Elephant Mask;59003;0;30312;1,400,000;1
Small Leather Saddle;59203;2;51899;3,910,000;4
Small Leather Stirrups;59303;0;20838;1,400,000;1
Small Tree Spirit's Kamasylven Sword;14733;2;50432;107;3
Small White Seed;6946;0;2115;32,4;1
Smoked Fish Steak;9417;67730;291005392;4,54;236,565
Smoked Sausage;9431;5000;39099643;63;40,183
Smooth Kamasylvian Wooden Side Table;24870;0;744;3,430,000;1
Smooth Milk Tea;9277;0;25457898;45,6;14,39
Snake Meat;7922;0;79230734;22,9;48,858
Snake Skin;6019;2160;1079824;1,32;1,313
Snow Leopard Hide;6038;22714;320794;610;3,284
Snowfield Cedar Plank;4721;0;158579;11,8;1,718
Snowfield Cedar Plywood;4722;1532;180924;94;2,573
Snowfield Cedar Sap;5024;0;290003;8,05;2,932
Snowfield Cedar Timber;4621;0;5621803;2,83;56,213
Soaring Wings Elixir;685;1990;2772151;87;663
Soft Bread;9260;0;30666473;18,7;29,788
Soft Ferri Feather;6025;2262588;117670810;915;620,257
Soft Hide;6151;372264;15666170;3,26;8,094
Soft Kuku Bird Plume;6017;206;2986511;1,61;1,31
Soft Omelet;9291;1473;3041713;3,34;497
Soft Whale Meat;9731;0;447360;40,4;105
Sonan Sah Chakram;14793;6;41739;107;2
Sour Citron Candy;9379;0;198827;4,05;1,837
Sour Citron Cider;9352;777;51075;1,96;532
Sour Pickled Fish;9454;9168;323140;1,26;518
SP Potion (Extra Large);598;0;1210979;2,1;328
SP Potion (Large);597;0;1005624;790;173
SP Potion (Medium);596;0;82119;314;3
SP Potion (Small);595;0;27893;126;16
Spaghetti alla Bolognese;9444;0;1979337;35,1;1,19
Special Acacia Leaf;54022;0;3422133;11,2;775
Special Acacia Seed;7000;0;60707;233;17
Special Amanita Mushroom;5482;0;8997270;37,7;8,708
Special Amanita Mushroom Hypha;6990;97;137910;346;94
Special Ancient Mushroom;5481;55102;5793915;34,4;8,174
Special Ancient Mushroom Hypha;6989;103;102571;380;40
Special Arehaza Meal;9632;10021;13010629;27,2;6,776
Special Arrow Mushroom;5471;0;4900907;12,6;1,946
Special Arrow Mushroom Hypha;6979;484;101645;380;44
Special Balenos Meal;9602;95944;216007875;78;322,528
Special Barley;7012;24131;16958975;24,9;7,53
Special Barley Seed;6827;476;246582;52;82
Special Bluffer Mushroom;5480;65171;26719584;33,5;21,46
Special Bluffer Mushroom Hypha;6988;0;187843;352;86
Special Bouquet Mushroom;5506;5584;379118;24,8;631
Special Bouquet Mushroom Hypha;6995;0;17490;87;11
Special Calpheon Meal;9606;2964;4856596;107;2,252
Special Carrot;54005;0;147122966;11,2;75,01
Special Carrot Juice;9211;56980;4974246;905;2,69
Special Carrot Seed;6723;1;2062338;285;1,141
Special Chanterelle;5553;3647;340878;49,7;1,823
Special Chanterelle Hypha;8936;0;8373;343;45
Special Chicken Feed;7030;88;147065;1,380,000;34
Special Citron;7362;860;3169254;21,8;17,93
Special Citron Seed;6735;690;60672;317;446
Special Cloud Mushroom;5473;0;1829228;12,6;1,184
Special Cloud Mushroom Hypha;6981;0;58796;112;21
Special Corn;7015;454;7810639;20,7;1,973
Special Corn Seed;6829;61;94086;220;23
Special Dalvenia Alrea;5505;2179;13100960;12,2;7,294
Special Dalvenia Alrea Seed;6994;5967;1318065;49,2;462
Special Delotia;5537;57587;44043696;44,9;95,197
Special Delotia Seeds;6730;0;382670;335;396
Special Dictyophora;5559;7680;28746;28,9;86
Special Dictyophora Hypha;8951;74;1853;198;11
Special Drieghanese Meal;9637;0;2333176;37,6;2,406
Special Dry Mane Grass;5467;0;26134102;8,4;6,029
Special Dry Mane Grass Seed;6975;3993;701316;34,5;291
Special Dwarf Mushroom;5472;0;2624976;12;828
Special Dwarf Mushroom Hypha;6980;207;48321;325;14
Special Eilton Meal;9641;16686;26247;134;297
Special Eilton Specialty Meal;9360;12662;30242;32;701
Special Emperor Mushroom;5476;0;5608079;11,3;1,424
Special Emperor Mushroom Hypha;6984;2011;168334;49,7;22
Special Fire Flake Flower;5466;0;25569129;9,9;7,772
Special Fire Flake Flower Seed;6974;423;245571;72,5;90
Special Fish Soup;9428;0;146451;1,52;57
Special Fog Mushroom;5478;26760;23676582;39,8;11,109
Special Fog Mushroom Hypha;6986;137;221868;361;33
Special Fortune Teller Mushroom;5470;0;2111690;11,3;941
Special Fortune Teller Mushroom Hypha;6978;0;77529;120;21
Special Fruit Pudding;9274;323;1011132;11,9;260
Special Garlic;7336;62542;54326729;35,5;48,809
Special Garlic Seed;6718;752;861058;307;423
Special Ghost Mushroom;5477;0;6646983;12,6;8,981
Special Ghost Mushroom Hypha;6985;0;205478;380;119
Special Grain Soup;9275;384;568499;985;257
Special Grape;7341;3317;16573039;25,3;3,784
Special Grape Seed;6821;0;230996;319;79
Special Haystack;7025;254;1025825;1,080,000;190
Special Honey Jar;54032;11;278873;461;63
Special Hot Pepper;7339;74171;183268827;26,5;141,572
Special Hot Pepper Seed;6721;25;1166470;280;583
Special Hump Mushroom;5479;4736;30548531;21,2;21,448
Special Hump Mushroom Hypha;6987;142;782035;55,5;264
Special Kamasylvia Meal;9636;37249;4810361;96,5;3,089
Special Leccinum;5507;4912;271379;29;45
Special Leccinum Hypha;6996;104;12718;123;1
Special Meat Soup;9434;216;357280;45,3;36
Special Mediah Meal;9608;80319;33080618;124;60,739
Special Mesima;5557;4517;234473;27,8;1,607
Special Mesima Hypha;8946;1710;12107;49,7;98
Special Nolina;5503;32;459923;17,5;222
Special Nolina Seed;6992;89;17955;168;3
Special O'dyllita Meal;9639;69031;22933721;127;79,972
Special Olive;7343;16483;20157042;27,6;3,725
Special Olive Seed;6823;1584;965002;295;80
Special Onion;7337;57780;135865854;39,5;153,681
Special Onion Seed;6719;102;1544257;296;734
Special Paprika;7346;936;17000764;33,2;11,467
Special Paprika Seed;6825;0;250959;307;68
Special Penestraria;5504;540;1308587;18,7;516
Special Penestraria Seed;6993;90;39988;239;11
Special Pepper;7335;96364;138511782;36,5;84,882
Special Pepper Seed;6717;0;1680324;268;625
Special Pie Mushroom;5509;4052;1619518;25,2;1,04
Special Pie Mushroom Hypha;6998;248;49979;132;28
Special Potato;7013;2915;20241498;23,6;2,968
Special Pumpkin;7340;54257;56958985;27,4;26,987
Special Pumpkin Seed;6722;398;1013003;260;360
Special Purple Mushroom;5508;90193;66201570;25,4;72,849
Special Purple Mushroom Hypha;6997;1809;2967283;402;1,706
Special Red-spotted Amanita;5555;5554;50988;36,7;385
Special Red-spotted Amanita Hypha;8941;31;2130;319;17
Special Seafood Mushroom Salad;9446;137;94331;1,72;171
Special Seed Potato;6826;36;348654;246;116
Special Seed Sweet Potato;6830;33;154905;41,2;59
Special Serendia Meal;9604;33240;17467240;104;12,136
Special Silk Honey Grass;5468;0;5048470;9;1,984
Special Silk Honey Grass Seed;6976;1139;63090;32,9;49
Special Silver Azalea;5465;1161;6820398;10,4;3,583
Special Silver Azalea Seed;6973;243;80089;47,6;73
Special Sky Mushroom;5474;0;2242084;12;615
Special Sky Mushroom Hypha;6982;20;41152;251;13
Special Stir-Fried Meat;9432;626;823034;65;80
Special Stir-Fried Seafood;9447;15;17896;9,1;3
Special Strawberry;7322;91566;372149881;36,1;124,004
Special Strawberry Seed;6709;0;3700642;274;447
Special Sunflower;7342;19310;189707514;21,8;82,815
Special Sunflower Seed;6822;209;5881479;188;613
Special Sunrise Herb;5464;0;8405497;9;1,707
Special Sunrise Herb Seed;6972;131;127311;38,1;113
Special Sweet Potato;7014;14423;38155455;10,3;21,094
Special Tiger Mushroom;5475;0;2573764;12;826
Special Tiger Mushroom Hypha;6983;162;54613;361;25
Special Tomato;7345;21781;10916794;28,6;4,323
Special Tomato Seed;6824;156;172662;296;74
Special Valencia Meal;9610;124876;372517010;104;532,778
Special Wheat;7011;6396;99780490;22,7;20,736
Special Wheat Seed;6828;1503;2871221;49,7;407
Spell of Seduction Scythe;14711;22;165939;1,770,000;15
Spicy Chanterelle Stew;9340;1;8349;11,2;62
Spicy Skewered Llama Cheese Melt;9491;0;311175;57;352
Spicy Teff Sandwich;9303;65669;82264200;40;89,367
Spirit Essence of Earth;9314;440;2151746;54,5;1,023
Spirit Essence of Water;9315;0;2149153;102;801
Spirit Essence of Wind;9313;1407;962059;72,5;549
Spirit Perfume Elixir;781;0;14285746;1,630,000;16,895
Spirit Pouch of Ferocious Beast;50806;105;6077143;2,330,000;6,323
Spirit's Leaf;5006;0;288836224;21;210,995
Splendid Alchemy Stone of Destruction;45228;0;8;12,700,000,000;0
Splendid Alchemy Stone of Life;45292;0;1;12,700,000,000;0
Splendid Alchemy Stone of Protection;45259;0;2;1,550,000,000;0
Splendid Alchemy Stone of Protection;45260;0;20;12,700,000,000;0
Splendid EXP Elixir;715;700;6822632;85,5;2,53
Splendid Helix Elixir;783;0;860015;201;517
Splendid Spirit Stone of Destruction;45338;0;42;535,000,000;1
Splendid Spirit Stone of Protection;45344;0;11;253,000,000;1
Spongy Teff Bread;9299;19609;124566711;3,13;132,449
Square Basket with Cover;24109;94;26243;158;6
Srulk Sailor's Clothes;705075;1;3648;8,200,000;2
Standardized Timber Square;4685;0;12226528;99;5,513
Standing Beer Keg;24155;3;26161;24,4;8
Star Anise;7019;116834;576371415;560;438,23
Star Anise Mushroom;5494;0;47535;650;28
Star Anise Tea;9306;4478;26348897;4,86;7,368
Star Diamond;4465;533;183225;760;112
Star Diamond Necklace;11723;0;1044;184;1
Starry Night Diamond Necklace;11724;0;1522;1,370,000;1
Statue of Blind Faith Ornament;3020;0;6222;221;0
Steak;9401;0;6281748;30,5;2,186
Steamed Bird;9405;103514;10155486;2,15;1,776
Steamed Fish;9409;3341;471842;520;55
Steamed Prawn;9473;658;1053371;14,8;538.00
Steamed Seafood;9411;3177;143030;1,47;327.00
Steamed Whale Meat;9455;17014;28444;42,7;2.00
Steaming Hot Grilled Bird Meat;9493;33570;227249117;2,13;153,731.00
Steel;4077;55468;525505039;12,3;132,512.00
Steel Barding of Fighting Spirit;52605;45;550827;221;185.00
Steel Butcher Knife;16119;132;860789;134;39.00
Steel Champron of Fighting Spirit;52505;217;528926;221;91.00
Steel Combat Barding;52603;1;181774;1,010,000;22.00
Steel Combat Champron;52503;6;168737;595;15.00
Steel Combat Horseshoe;52903;122;2280981;550;160.00
